,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average ret.,,,,,,,,,,,,,,,,,,,,#DIV/0!,Average ret.,,,,,
5/31/1996,1.73%,0.22%,-0.75%,-3.51%,-0.73%,1.13%,-0.95%,3.32%,0.00%,7.59%,3.39%,4.81%,0.55%,9.90%,6.29%,2.63%,6.13%,5.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46%,4.01,,
6/28/1996,-1.28%,0.19%,0.37%,-1.85%,1.15%,1.49%,-0.16%,0.33%,0.00%,7.63%,3.41%,4.81%,0.60%,10.27%,5.87%,2.56%,5.88%,5.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46%,4.02,,
7/31/1996,-1.57%,3.17%,-0.68%,2.33%,1.05%,0.47%,4.32%,0.23%,0.00%,7.06%,3.43%,4.63%,0.69%,10.06%,5.48%,2.56%,5.82%,5.68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47%,4.04,,
8/30/1996,2.52%,-0.52%,0.39%,-2.17%,0.44%,-0.10%,-0.29%,0.40%,0.00%,6.89%,3.21%,4.16%,0.52%,9.95%,5.18%,2.17%,5.81%,5.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47%,4.06,,
9/30/1996,0.11%,-3.33%,0.33%,-2.89%,1.64%,-0.16%,-4.66%,0.01%,0.00%,6.78%,3.15%,4.01%,0.52%,9.93%,4.85%,1.50%,5.95%,5.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46%,4.08,,
10/31/1996,0.31%,0.58%,1.52%,-2.58%,1.56%,0.84%,-0.81%,4.14%,0.00%,6.63%,3.18%,3.31%,0.50%,9.03%,4.71%,1.81%,6.28%,5.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47%,4.10,,
11/29/1996,2.84%,-1.74%,-0.63%,-0.41%,0.94%,-2.24%,-3.66%,3.28%,0.00%,6.50%,3.29%,3.00%,0.48%,8.78%,4.42%,2.06%,6.43%,5.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46%,4.12,,
12/31/1996,-2.44%,-0.45%,-1.90%,-2.47%,-0.49%,-1.80%,-3.27%,1.90%,0.00%,6.00%,3.20%,3.13%,0.49%,7.89%,4.10%,1.88%,6.55%,5.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46%,4.14,,
1/31/1997,-4.00%,-6.12%,1.49%,-4.83%,-2.33%,-5.78%,-5.97%,-6.30%,0.00%,5.72%,3.19%,3.19%,0.50%,7.46%,4.27%,1.73%,6.33%,5.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46%,4.16,,
2/28/1997,1.84%,-3.18%,-1.57%,0.20%,0.59%,-3.65%,-3.81%,1.88%,0.00%,6.00%,3.29%,3.19%,0.52%,7.72%,4.20%,1.75%,6.25%,5.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46%,4.18,,
3/31/1997,1.04%,1.05%,-1.24%,-2.91%,0.57%,-0.51%,2.13%,0.72%,0.00%,6.19%,3.30%,3.31%,0.58%,7.67%,4.35%,1.88%,6.40%,5.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46%,4.20,,
4/30/1997,-0.24%,-3.87%,-1.37%,-2.90%,0.04%,-4.13%,-2.54%,-1.16%,0.00%,6.06%,3.23%,3.44%,0.58%,7.00%,4.35%,1.81%,6.56%,5.82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48%,4.22,,
5/30/1997,-2.57%,1.33%,1.13%,8.48%,-0.33%,1.40%,3.87%,0.87%,0.00%,5.56%,3.20%,3.31%,0.60%,7.07%,4.40%,1.13%,6.63%,5.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48%,4.24,,
6/30/1997,-1.64%,-2.35%,-0.28%,1.39%,-1.78%,-0.19%,-3.40%,1.76%,0.00%,5.44%,3.18%,3.50%,0.66%,6.88%,4.35%,1.44%,6.90%,5.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48%,4.26,,
7/31/1997,-0.55%,-5.38%,-0.40%,-3.82%,-4.45%,-3.06%,-3.99%,-1.57%,0.00%,5.05%,3.26%,3.68%,0.61%,8.15%,4.50%,1.56%,7.13%,5.71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48%,4.28,,
8/29/1997,-1.47%,1.84%,-0.62%,-1.97%,-1.22%,1.34%,1.59%,-0.86%,0.00%,4.88%,3.35%,3.63%,0.57%,8.22%,4.50%,1.38%,7.31%,5.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48%,4.30,,
9/30/1997,-1.51%,1.71%,0.22%,-0.80%,0.43%,3.44%,1.81%,-0.27%,0.00%,4.81%,3.45%,3.72%,0.56%,7.89%,4.46%,1.59%,7.31%,5.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48%,4.32,,
10/31/1997,-2.77%,2.38%,-2.07%,-0.08%,-2.42%,1.20%,3.59%,3.95%,0.00%,4.88%,3.72%,3.94%,0.53%,8.06%,4.64%,1.96%,7.38%,5.75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48%,4.34,,
11/28/1997,-2.99%,-2.59%,-1.15%,-6.10%,-0.90%,-3.16%,-2.33%,0.59%,0.00%,5.00%,4.09%,4.25%,0.59%,7.36%,4.75%,1.93%,7.75%,5.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48%,4.36,,
12/31/1997,-4.89%,-2.10%,-0.80%,-2.41%,-5.88%,-2.85%,-2.65%,-2.22%,0.00%,4.98%,3.92%,4.75%,0.77%,8.80%,4.88%,1.50%,7.69%,5.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49%,4.38,,
1/30/1998,5.10%,-1.82%,-2.20%,2.06%,0.88%,-2.24%,-1.48%,-0.50%,0.00%,5.06%,3.73%,4.73%,0.79%,9.00%,4.74%,1.19%,7.56%,5.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48%,4.40,,
2/27/1998,-0.64%,0.58%,2.64%,-0.02%,0.60%,1.21%,0.22%,0.85%,0.00%,5.00%,3.70%,4.94%,0.81%,8.95%,4.65%,1.00%,7.56%,5.68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47%,4.42,,
3/31/1998,-2.74%,-2.08%,0.00%,-5.71%,-5.75%,0.06%,-4.23%,1.87%,0.00%,5.00%,3.67%,4.84%,0.71%,9.66%,4.61%,1.48%,7.61%,5.71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47%,4.44,,
4/30/1998,-1.76%,2.89%,-0.66%,0.52%,0.94%,3.22%,1.30%,0.00%,0.00%,5.00%,3.72%,5.05%,0.62%,8.93%,4.62%,1.53%,7.50%,5.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48%,4.47,,
5/29/1998,-4.00%,0.51%,-1.75%,-5.05%,-3.39%,-1.27%,1.08%,-2.35%,0.00%,5.00%,3.67%,5.03%,0.55%,8.30%,4.55%,1.69%,7.50%,5.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48%,4.49,,
6/30/1998,-1.08%,-1.41%,-1.11%,-0.62%,-2.53%,-1.88%,-2.91%,2.47%,0.00%,5.30%,3.56%,5.01%,0.56%,7.88%,4.25%,2.16%,7.87%,5.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47%,4.51,,
7/31/1998,-1.97%,1.31%,-2.51%,-4.32%,-1.00%,0.39%,1.49%,-1.78%,0.00%,5.13%,3.53%,5.16%,0.65%,7.41%,4.25%,1.94%,7.76%,5.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47%,4.53,,
8/31/1998,-5.87%,0.67%,-3.75%,1.81%,-3.11%,-2.06%,2.75%,2.54%,0.00%,5.85%,3.50%,6.14%,0.63%,6.28%,4.40%,1.61%,7.63%,5.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47%,4.55,,
9/30/1998,3.48%,5.30%,2.50%,3.26%,1.05%,3.13%,4.13%,1.64%,0.00%,4.89%,3.56%,5.38%,0.45%,5.22%,4.29%,1.57%,7.37%,5.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47%,4.57,,
10/30/1998,5.07%,0.76%,-1.33%,16.42%,5.88%,0.16%,1.95%,-1.30%,0.00%,4.74%,3.60%,5.19%,0.40%,4.62%,4.07%,1.26%,7.18%,5.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44%,4.59,,
11/30/1998,1.02%,-2.19%,1.17%,-5.64%,-0.37%,-3.73%,-3.05%,-1.26%,0.00%,4.87%,3.65%,5.06%,0.42%,4.17%,3.69%,1.75%,6.88%,5.28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43%,4.61,,
12/31/1998,-2.55%,1.36%,-0.49%,8.50%,-0.18%,-0.10%,0.95%,0.90%,0.00%,4.79%,3.24%,4.97%,0.54%,4.85%,3.56%,1.41%,6.26%,5.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44%,4.63,,
1/29/1999,2.40%,-3.46%,1.65%,-3.42%,2.01%,3.73%,-3.53%,-1.15%,0.00%,4.76%,3.07%,5.00%,0.48%,4.11%,3.34%,1.27%,5.82%,4.97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42%,4.65,,
2/26/1999,-1.18%,-3.49%,0.09%,-2.34%,-2.79%,-5.09%,-2.34%,-2.41%,0.00%,4.80%,3.10%,5.06%,0.27%,4.61%,3.30%,1.26%,5.46%,5.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41%,4.67,,
3/31/1999,1.68%,-1.80%,-0.18%,-0.24%,1.69%,-0.25%,-2.42%,0.84%,0.00%,4.82%,2.97%,4.95%,0.19%,4.72%,3.05%,1.25%,5.32%,5.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42%,4.69,,
4/30/1999,4.95%,-2.14%,3.90%,-1.19%,4.91%,-2.41%,-3.08%,-0.26%,0.00%,4.83%,2.58%,4.72%,0.14%,4.64%,3.01%,0.99%,5.33%,4.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42%,4.71,,
5/31/1999,-2.13%,-1.63%,-1.40%,-2.40%,-4.57%,-2.51%,-0.54%,-0.39%,0.00%,4.89%,2.58%,4.80%,0.09%,4.71%,3.13%,1.02%,5.37%,5.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42%,4.73,,
6/30/1999,2.06%,-1.29%,-0.22%,0.25%,-0.82%,1.16%,-2.19%,-1.63%,0.00%,4.96%,2.67%,4.87%,0.13%,4.77%,3.16%,1.22%,5.19%,5.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42%,4.75,,
7/30/1999,-1.37%,3.56%,-1.43%,5.03%,0.02%,3.50%,3.81%,2.74%,0.00%,4.85%,2.69%,4.93%,0.10%,4.75%,3.26%,1.12%,5.27%,5.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45%,4.77,,
8/31/1999,-2.47%,-1.54%,0.54%,4.21%,-2.57%,-0.89%,-1.83%,-0.74%,0.00%,4.88%,2.70%,4.91%,0.09%,4.91%,3.18%,1.10%,5.22%,5.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45%,4.79,,
9/30/1999,2.44%,0.61%,1.54%,2.58%,-0.09%,0.55%,0.55%,2.39%,0.00%,5.16%,3.09%,5.12%,0.24%,5.06%,3.60%,1.92%,5.56%,6.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46%,4.81,,
10/29/1999,-2.42%,-1.57%,-0.15%,1.58%,-2.04%,-0.68%,-1.86%,-0.36%,0.00%,5.38%,3.49%,5.25%,0.28%,5.24%,3.80%,2.05%,6.00%,6.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51%,4.84,,
11/30/1999,-0.29%,-4.44%,-0.22%,1.64%,0.61%,-3.30%,-4.59%,-2.96%,0.00%,5.46%,3.45%,5.14%,0.33%,5.47%,3.62%,1.86%,6.00%,6.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52%,4.86,,
12/31/1999,2.83%,-0.70%,1.36%,-0.71%,2.24%,-0.74%,-1.01%,1.12%,0.00%,5.57%,3.34%,5.14%,0.19%,5.63%,3.62%,1.85%,6.08%,6.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51%,4.89,,
1/31/2000,-2.57%,-2.64%,0.09%,-4.86%,-5.12%,-3.09%,-3.01%,0.56%,0.00%,5.58%,3.49%,5.27%,0.13%,5.80%,3.90%,2.13%,6.23%,6.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50%,4.91,,
2/29/2000,-3.78%,-1.82%,-0.21%,-3.04%,-1.99%,0.11%,-1.80%,-2.62%,0.00%,5.73%,3.63%,5.25%,0.13%,6.11%,4.15%,2.44%,6.25%,6.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51%,4.94,,
3/31/2000,-1.21%,-0.80%,-0.11%,6.64%,2.29%,1.36%,-0.01%,1.08%,0.00%,5.93%,3.83%,5.44%,0.12%,6.40%,4.10%,2.86%,6.25%,6.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51%,4.96,,
4/28/2000,-3.93%,-4.98%,-2.10%,-5.54%,-2.14%,-3.66%,-3.65%,-1.91%,0.00%,6.15%,4.09%,5.67%,0.11%,6.66%,4.24%,3.24%,6.37%,6.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52%,4.99,,
5/31/2000,-2.25%,1.56%,-1.15%,-0.19%,-6.09%,-0.85%,1.24%,-4.51%,0.00%,6.18%,4.45%,6.02%,0.10%,6.91%,3.96%,3.16%,6.28%,6.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54%,5.02,,
6/30/2000,5.21%,3.16%,1.02%,1.18%,3.08%,2.54%,3.93%,1.23%,0.00%,6.16%,4.55%,5.92%,0.24%,6.85%,4.10%,3.40%,6.22%,6.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57%,5.04,,
7/31/2000,-3.65%,-3.55%,-0.35%,-4.00%,-3.52%,-4.64%,-2.88%,-1.14%,0.00%,6.22%,4.64%,5.87%,0.20%,6.87%,4.22%,3.44%,6.23%,6.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56%,5.07,,
8/31/2000,-0.26%,-4.27%,0.68%,2.18%,-5.79%,-3.03%,-4.52%,-2.92%,0.00%,6.50%,4.89%,5.85%,0.40%,6.72%,4.03%,3.49%,6.25%,6.68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56%,5.10,,
9/29/2000,-6.32%,-0.90%,-2.05%,-1.80%,-5.07%,-2.24%,0.57%,1.61%,0.00%,6.55%,4.99%,5.85%,0.54%,6.65%,4.11%,3.59%,6.18%,6.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56%,5.13,,
10/31/2000,-4.34%,-4.14%,-1.57%,-1.58%,-2.40%,-4.08%,-4.16%,-1.85%,0.00%,6.38%,5.14%,5.84%,0.52%,6.65%,3.90%,3.49%,6.15%,6.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57%,5.16,,
11/30/2000,1.45%,2.58%,-0.69%,-1.96%,3.35%,-0.34%,3.32%,-2.44%,0.00%,6.24%,5.05%,5.84%,0.56%,6.67%,4.15%,3.48%,6.04%,6.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56%,5.19,,
12/29/2000,5.65%,7.73%,2.25%,-3.49%,7.91%,6.05%,6.82%,5.34%,0.00%,6.14%,4.85%,5.72%,0.55%,6.68%,4.15%,3.37%,5.90%,6.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56%,5.22,,
1/31/2001,-1.23%,-1.19%,-0.12%,-2.41%,0.00%,-1.33%,-1.83%,-2.36%,0.00%,5.66%,4.74%,5.36%,0.48%,6.41%,4.13%,3.42%,5.79%,5.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53%,5.25,,
2/28/2001,-4.59%,-1.20%,-1.93%,-1.26%,-3.12%,-3.24%,-2.02%,-1.29%,0.00%,5.38%,4.77%,5.03%,0.30%,6.43%,4.11%,3.43%,5.65%,5.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45%,5.27,,
3/30/2001,-6.85%,-3.86%,-2.81%,-6.81%,-5.59%,-4.76%,-3.08%,-1.39%,0.00%,4.95%,4.56%,4.76%,0.13%,6.18%,4.06%,3.33%,5.53%,4.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42%,5.29,,
4/30/2001,4.58%,0.15%,2.43%,0.99%,1.99%,0.31%,-0.70%,0.63%,0.00%,4.77%,4.81%,4.50%,0.08%,5.84%,4.11%,3.18%,5.34%,4.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41%,5.31,,
5/31/2001,-0.75%,-4.37%,-0.61%,3.59%,-0.78%,-4.66%,-3.43%,-0.65%,0.00%,4.93%,4.53%,4.49%,0.07%,5.82%,4.13%,3.21%,5.25%,3.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36%,5.33,,
6/29/2001,0.33%,-0.07%,1.91%,-5.04%,-1.49%,-1.08%,-0.25%,-0.91%,0.00%,4.95%,4.44%,4.50%,0.08%,5.83%,4.48%,3.24%,5.29%,3.84%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33%,5.35,,
7/31/2001,-0.10%,3.40%,-0.63%,-0.50%,2.46%,2.48%,3.99%,1.47%,0.00%,5.03%,4.45%,4.21%,0.09%,5.81%,4.42%,3.19%,5.25%,3.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32%,5.37,,
8/31/2001,3.82%,3.90%,-1.36%,4.63%,6.48%,1.75%,3.45%,1.89%,0.00%,4.75%,4.25%,3.96%,0.07%,5.84%,4.38%,3.16%,4.93%,3.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31%,5.38,,
9/28/2001,-6.17%,0.30%,-1.84%,-0.47%,-6.78%,-2.00%,3.27%,1.36%,0.00%,4.31%,3.65%,3.23%,0.09%,5.30%,3.88%,2.28%,4.53%,2.59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29%,5.40,,
10/31/2001,2.35%,-1.05%,-0.34%,-2.95%,1.74%,0.36%,-1.05%,-0.88%,0.00%,4.21%,3.52%,2.49%,0.08%,4.96%,3.84%,2.09%,4.22%,2.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22%,5.41,,
11/30/2001,3.26%,-0.47%,0.99%,-0.79%,0.94%,-0.34%,-0.86%,-1.79%,0.00%,4.24%,3.36%,2.25%,0.08%,4.86%,3.88%,2.00%,4.02%,2.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18%,5.42,,
12/31/2001,-1.39%,-0.43%,-1.52%,-6.24%,0.39%,2.03%,-0.81%,2.23%,0.00%,4.20%,3.30%,2.10%,0.10%,4.89%,3.87%,1.84%,4.11%,1.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17%,5.43,,
1/31/2002,-0.83%,-3.22%,0.39%,-2.18%,0.14%,-1.26%,-3.00%,-2.73%,0.00%,4.28%,3.37%,2.11%,0.09%,4.90%,3.93%,1.70%,4.06%,1.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16%,5.44,,
2/28/2002,2.05%,0.59%,-0.87%,-0.17%,1.25%,1.83%,0.42%,0.24%,0.00%,4.29%,3.37%,2.13%,0.11%,5.00%,4.08%,1.74%,4.06%,1.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16%,5.45,,
3/29/2002,3.60%,0.98%,0.57%,0.79%,4.98%,1.21%,1.34%,0.85%,0.00%,4.62%,3.45%,2.39%,0.09%,5.56%,4.28%,1.64%,4.19%,2.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16%,5.45,,
